ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,PARAMETER_CODE_NAME,PARAMETER_STATUS_NAME,EPA_PARAM_IR_CATEGORY_ID,USE_NAME,ATTAINMENT_CODE_NAME,PARAMETER_ATTAINMENT
UT15010003-005_00,Johnson Wash-2,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT15010003-005_00,Johnson Wash-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT15010003-005_00,Johnson Wash-2,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030006-008_00,Newcastle Reservoir,DISSOLVED OXYGEN,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030006-008_00,Newcastle Reservoir,PH,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030006-008_00,Newcastle Reservoir,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030006-008_00,Newcastle Reservoir,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030006-008_00,Newcastle Reservoir,MERCURY IN FISH TISSUE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010101-009_00,Bear River-5,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT15010008-002_00,Santa Clara-2,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT15010008-002_00,Santa Clara-2,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060009-003_01,Huntington Creek-3-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT14060009-003_01,Huntington Creek-3-1,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060009-003_01,Huntington Creek-3-1,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060009-003_01,Huntington Creek-3-1,PH,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14060009-003_01,Huntington Creek-3-1,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14060009-003_01,Huntington Creek-3-1,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060009-003_01,Huntington Creek-3-1,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14070007-002_00,Paria River-2,TEMPERATURE,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT14070007-002_00,Paria River-2,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020204-006_02,Big Willow Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16020204-006_02,Big Willow Creek,DISSOLVED OXYGEN,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16020204-006_02,Big Willow Creek,SELENIUM,Meeting Criteria,2,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Meeting criteria
UT16020204-006_02,Big Willow Creek,TEMPERATURE,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16020204-006_02,Big Willow Creek,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,2,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Meeting criteria
UT14050007-005_00,Bitter Creek Upper,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14050007-005_00,Bitter Creek Upper,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030001-007_00,Sevier River-2,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030001-007_00,Sevier River-2,SEDIMENT,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030001-007_00,Sevier River-2,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030001-007_00,Sevier River-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT14060005-002_00,Pariette Draw Creek,BORON,Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT14060005-002_00,Pariette Draw Creek,SELENIUM,Cause,4A,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14060005-002_00,Pariette Draw Creek,SELENIUM,Cause,4A,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT14060005-002_00,Pariette Draw Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT14060005-002_00,Pariette Draw Creek,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14060005-002_00,Pariette Draw Creek,DISSOLVED OXYGEN,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT14060005-002_00,Pariette Draw Creek,TEMPERATURE,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020101-020_02,Silver Creek-2,CADMIUM,Cause,4A,Domestic Source,Not Supporting,Not meeting criteria
UT16020101-020_02,Silver Creek-2,CADMIUM,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-020_02,Silver Creek-2,CADMIUM,Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT16020101-020_02,Silver Creek-2,ZINC,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-020_02,Silver Creek-2,LEAD,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020101-020_02,Silver Creek-2,LEAD,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-020_02,Silver Creek-2,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,2,Agricultural,Not Supporting,Meeting criteria
UT16020101-020_02,Silver Creek-2,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020101-020_02,Silver Creek-2,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020101-020_02,Silver Creek-2,NITRATE/NITRITE (NITRITE + NITRATE AS N),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020101-020_02,Silver Creek-2,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-020_02,Silver Creek-2,ARSENIC,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020101-020_02,Silver Creek-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-020_02,Silver Creek-2,PH,Meeting Criteria,2,Domestic Source,Not Supporting,Meeting criteria
UT16020101-020_02,Silver Creek-2,PH,Meeting Criteria,2,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Meeting criteria
UT16020101-020_02,Silver Creek-2,PH,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16020101-020_02,Silver Creek-2,PH,Meeting Criteria,2,Agricultural,Not Supporting,Meeting criteria
UT16020101-020_02,Silver Creek-2,NITRATE,Meeting Criteria,2,Domestic Source,Not Supporting,Meeting criteria
UT16030002-006_00,East Fork Sevier-3,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT14060010-013_00,Diamond Gulch,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14060010-013_00,Diamond Gulch,ALUMINUM,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT14060010-013_00,Diamond Gulch,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14030005-009_00,Castle Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14030005-009_00,Castle Creek-1,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14030005-009_00,Castle Creek-1,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT16020201-017_00,Currant Creek-Goshen,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020204-007_00,Jordan River-7,TEMPERATURE,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria
UT16020204-007_00,Jordan River-7,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020204-007_00,Jordan River-7,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16010204-008_02,Bear River-2-2,DISSOLVED OXYGEN,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria
UT16010204-008_02,Bear River-2-2,DISSOLVED OXYGEN,Meeting Criteria,2,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Fully Supporting,Meeting criteria
UT16010204-008_02,Bear River-2-2,TEMPERATURE,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria
UT16010204-008_02,Bear River-2-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16010204-008_02,Bear River-2-2,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT15010008-007_00,Ash Creek-1,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020203-006_02,Provo River-6-2,ALUMINUM,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020203-006_02,Provo River-6-2,ZINC,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030005-027_00,Sevier River-24,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16030005-027_00,Sevier River-24,SEDIMENT,Cause,4A,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16030005-027_00,Sevier River-24,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030005-027_00,Sevier River-24,PH,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16030005-027_00,Sevier River-24,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16030005-027_00,Sevier River-24,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,2,Agricultural,Not Supporting,Meeting criteria
UT14070005-010_00,The Gulch,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT15010003-002_01,Kanab Creek-1-1,DISSOLVED OXYGEN,Meeting Criteria,2,Aquatic Wildlife (Non-game Fish and Other),Fully Supporting,Meeting criteria
UT15010003-002_01,Kanab Creek-1-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020102-010_00,South Fork Ogden River-1,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030003-011_00,Sevier River-12,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020202-003_00,Hobble Creek-1,PH,Meeting Criteria,2,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria
UT16020202-003_00,Hobble Creek-1,PH,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT16020202-003_00,Hobble Creek-1,PH,Meeting Criteria,2,Agricultural,Fully Supporting,Meeting criteria
UT15010008-003_00,Santa Clara-3,ALUMINUM,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT15010008-003_00,Santa Clara-3,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Threatened
UT14070003-002_00,UM Creek,ZINC,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14070003-002_00,UM Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14070003-002_00,UM Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT14070003-002_00,UM Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-14070006-001_00,Lake Powell,PH,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Fully Supporting,Meeting criteria
UT16020204-025_00,Parleys Canyon Creek-1,ESCHERICHIA COLI (E. COLI),Cause,4A,Domestic Source,Not Supporting,Not meeting criteria
UT16020204-025_00,Parleys Canyon Creek-1,ESCHERICHIA COLI (E. COLI),Cause,4A,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020204-025_00,Parleys Canyon Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020204-025_00,Parleys Canyon Creek-1,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020202-011_00,Cottonwood Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT15010008-014_00,North Creek-Virgin,TEMPERATURE,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT15010008-014_00,North Creek-Virgin,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT15010008-014_00,North Creek-Virgin,PH,Meeting Criteria,2,Domestic Source,Fully Supporting,Meeting criteria
UT15010008-014_00,North Creek-Virgin,PH,Meeting Criteria,2,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria
UT15010008-014_00,North Creek-Virgin,PH,Meeting Criteria,2,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Meeting criteria
UT15010008-014_00,North Creek-Virgin,PH,Meeting Criteria,2,Agricultural,Fully Supporting,Meeting criteria
UT-L-14040106-019_00,Browne Lake,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-14040106-019_00,Browne Lake,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030001-012_00,Sevier River-1,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030001-012_00,Sevier River-1,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030001-012_00,Sevier River-1,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16030001-012_00,Sevier River-1,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030001-002_00,Sevier River-4,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030002-004_00,Otter Creek Reservoir,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030002-004_00,Otter Creek Reservoir,PH,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT-L-16030002-004_00,Otter Creek Reservoir,HARMFUL ALGAL BLOOMS,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT-L-16030002-004_00,Otter Creek Reservoir,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010204-006_00,Malad River-1,"AMMONIA, TOTAL",Meeting Criteria,2,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Meeting criteria
UT16010204-006_00,Malad River-1,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010204-006_00,Malad River-1,PH,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16010204-006_00,Malad River-1,THALLIUM,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16010204-006_00,Malad River-1,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010204-006_00,Malad River-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT14030005-005_00,Mill Creek1-Moab,TEMPERATURE,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14030005-005_00,Mill Creek1-Moab,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14030005-005_00,Mill Creek1-Moab,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT14030005-005_00,Mill Creek1-Moab,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14030005-005_00,Mill Creek1-Moab,DISSOLVED OXYGEN,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT14060007-007_00,Price River-3,TOTAL DISSOLVED SOLIDS (TDS),Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT14060007-007_00,Price River-3,"AMMONIA, TOTAL",Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT14060007-007_00,Price River-3,BORON,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14060007-007_00,Price River-3,SELENIUM,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT14060007-007_00,Price River-3,SELENIUM,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020102-053_00,Baer Creek-1,COPPER,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16020102-053_00,Baer Creek-1,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14080203-007_00,Montezuma Creek-3,SELENIUM,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14040106-014_00,Cart Creek,ALUMINUM,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14040106-014_00,Cart Creek,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14040106-014_00,Cart Creek,TEMPERATURE,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16020201-015_00,Dry Creek-Alpine,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020201-015_00,Dry Creek-Alpine,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020201-015_00,Dry Creek-Alpine,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT15010003-004_00,Johnson Wash-1,BORON,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT15010003-004_00,Johnson Wash-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT15010003-004_00,Johnson Wash-1,SELENIUM,Meeting Criteria,2,Aquatic Wildlife (Non-game Fish and Other),Fully Supporting,Meeting criteria
UT-L-16030001-011_00,Piute Reservoir,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030001-011_00,Piute Reservoir,"PHOSPHORUS, TOTAL",Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030001-011_00,Piute Reservoir,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030001-011_00,Piute Reservoir,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020204-009_00,City Creek-1,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010204-003_00,Bear River-1,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,2,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Fully Supporting,Meeting criteria
UT16010204-003_00,Bear River-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16010204-003_00,Bear River-1,DISSOLVED OXYGEN,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria
UT16010204-003_00,Bear River-1,DISSOLVED OXYGEN,Meeting Criteria,2,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Fully Supporting,Meeting criteria
UT14060009-003_03,Rilda Canyon,TOTAL DISSOLVED SOLIDS (TDS),Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT14060009-003_03,Rilda Canyon,PH,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14060009-003_03,Rilda Canyon,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14060009-003_03,Rilda Canyon,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060009-003_03,Rilda Canyon,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14060009-003_03,Rilda Canyon,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060009-003_03,Rilda Canyon,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14040106-010_00,Carter Creek,ALUMINUM,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030001-006_00,Panguitch Lake,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030001-006_00,Panguitch Lake,DISSOLVED OXYGEN,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT-L-16030001-006_00,Panguitch Lake,HARMFUL ALGAL BLOOMS,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT-L-16030001-006_00,Panguitch Lake,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030005-022_00,Chicken Creek-2,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16030005-022_00,Chicken Creek-2,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT15010008-020_00,East Fork Virgin-3,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,3,Aquatic Wildlife (Cold Water),Insufficient Information,Not enough information
UT15010008-010_00,La Verkin Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14030001-001_00,Cottonwood Wash,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14030001-001_00,Cottonwood Wash,TEMPERATURE,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14060009-003_02,Huntington Creek-3-2,TOTAL DISSOLVED SOLIDS (TDS),Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT14060009-003_02,Huntington Creek-3-2,PH,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14060009-003_02,Huntington Creek-3-2,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14060009-003_02,Huntington Creek-3-2,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060009-003_02,Huntington Creek-3-2,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14060009-003_02,Huntington Creek-3-2,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060009-003_02,Huntington Creek-3-2,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020202-009_00,Sixth Water Creek,SELENIUM,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020202-009_00,Sixth Water Creek,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020202-009_00,Sixth Water Creek,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020202-009_00,Sixth Water Creek,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020202-009_00,Sixth Water Creek,DISSOLVED OXYGEN,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16010201-004_00,North Eden,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010201-004_00,North Eden,TEMPERATURE,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT14070002-001_00,Muddy Creek Upper,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14070002-001_00,Muddy Creek Upper,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14070002-001_00,Muddy Creek Upper,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14070002-001_00,Muddy Creek Upper,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT-L-14070003-010_00,Johnson Valley Reservoir,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
