ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,PARAMETER_CODE_NAME,PARAMETER_STATUS_NAME,USE_NAME,ATTAINMENT_CODE_NAME,PARAMETER_ATTAINMENT,FIRST_LISTED_CYCLE
UT16010203-008_00,Spring Creek-Hyrum,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2006
UT14050007-002_00,Bitter Creek Lower,BORON,Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT14060004-004_00,Stawberry River-2,ARSENIC,Cause,Domestic Source,Not Supporting,Not meeting criteria,2020
UT-L-14060010-001_00,Pelican Lake,"PHOSPHORUS, TOTAL",Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2012
UT-L-16030004-001_00,Ninemile Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT16020204-026_00,Mill Creek1-SLCity,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT14070005-002_00,Birch Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,Aquatic Wildlife (Cold Water),Not Supporting,Not enough information,
UT14060010-011_04,Green River-2 Tribs-4,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT14060010-011_04,Green River-2 Tribs-4,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT16020102-027_00,Kimball Creek,ARSENIC,Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT16030004-003_00,Six Mile Creek - Sevier,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT14080201-011_00,Comb Wash,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT14040106-003_00,West Fork Beaver Creek,ALUMINUM,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT-L-16030002-002_00,Tropic Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT15010009-001_00,Fort Pearce Wash,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2012
UT16020204-024_01,Midas Creek,SELENIUM,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2014
UT14080201-006_00,Cottonwood Wash-2,TEMPERATURE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
UT16010101-004_00,Sage Creek,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2010
UT16020204-029_00,Rose Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT16020203-001_00,Provo River-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT14060009-003_01,Huntington Creek-3-1,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT-L-14040106-033_00,Matt Warner Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1996
UT16010101-002_00,Six Mile Creek - Bear,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16020101-020_01,Silver Creek-1,NITRATE,Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT16020202-003_00,Hobble Creek-1,PH,Meeting Criteria,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria,
UT16020202-003_00,Hobble Creek-1,PH,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16020202-003_00,Hobble Creek-1,PH,Meeting Criteria,Agricultural,Fully Supporting,Meeting criteria,
UT16030002-004_00,Otter Creek-2,HABITAT ALTERATIONS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1998
UT16010203-005_00,Logan River-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT-L-16030001-011_00,Piute Reservoir,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT15010003-001_00,Cottonwood Canyon,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2014
UT16030006-002_00,Pinto Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2016
UT16010101-007_00,Big Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,Aquatic Wildlife (Cold Water),Not Supporting,Not enough information,
UT16020204-013_00,Parleys Canyon Creek-2,CADMIUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020101-020_02,Silver Creek-2,NITRATE/NITRITE (NITRITE + NITRATE AS N),Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT15010003-002_01,Kanab Creek-1-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2008
UT14060003-024_00,Uinta River-4,ZINC,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT-L-16020201-004_02,Provo Bay portion of Utah Lake,PCBS IN FISH TISSUE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2010
UT16020204-001_02,North Canyon Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2008
UT14060003-008_00,Lake Fork-1,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14070003-002_00,UM Creek,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2020
UT14070003-002_00,UM Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16030003-018_00,Clear Creek-I70,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT16020204-006_01,Jordan River-6,SELENIUM,Meeting Criteria,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria,
UT16020102-009_00,Middle Fork Ogden River,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020202-019_00,Clear Creek-Tucker,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16020204-006_01,Jordan River-6,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2008
UT15010008-018_00,East Fork Virgin-1,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,Aquatic Wildlife (Non-game Fish and Other),Fully Supporting,Not enough information,
UT14040106-021_00,Pot Creek,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16010204-002_00,Bear River Lower-East,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2012
UT16020102-010_00,South Fork Ogden River-1,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020102-036_00,Baer Creek-3,PH,Cause,Domestic Source,Not Supporting,Not meeting criteria,2022
UT16020102-036_00,Baer Creek-3,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16020102-036_00,Baer Creek-3,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020102-036_00,Baer Creek-3,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT16020202-009_00,Sixth Water Creek,DISSOLVED OXYGEN,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16020204-021_00,Little Cottonwood Creek-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT-L-14080201-002_00,Blanding City Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020309-002_00,Blue Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16030004-003_00,Six Mile Creek - Sevier,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2012
UT16020101-012_00,Chalk Creek-2,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2020
UT16020101-012_00,Chalk Creek-2,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT14060009-003_04,Bear Canyon-2,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020204-017_00,Mill Creek2-SLCity,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2002
UT16020102-027_00,Kimball Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16020204-013_00,Parleys Canyon Creek-2,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2022
UT16020204-013_00,Parleys Canyon Creek-2,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT15010008-002_00,Santa Clara-2,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT14040106-021_00,Pot Creek,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT-L-14060004-006_00,Starvation Reservoir,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16020204-022_00,Little Cottonwood Creek-2,PH,Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT16020204-022_00,Little Cottonwood Creek-2,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT16020204-022_00,Little Cottonwood Creek-2,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16010204-008_01,Bear River-2-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2008
UT14080201-007_00,Cottonwood Wash-3,RADIUM,Cause,Domestic Source,Not Supporting,Not meeting criteria,2010
UT14080201-007_00,Cottonwood Wash-3,RADIUM,Cause,Agricultural,Not Supporting,Not meeting criteria,2010
UT16020101-004_00,Weber River-7,"PHOSPHORUS, TOTAL",Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT-L-14040106-019_00,Browne Lake,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16020102-044_01,Parrish Creek,COPPER,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16020102-039_00,Farmington Creek-1,COPPER,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2014
UT-L-14060007-005_00,Scofield Reservoir,EUTROPHICATION,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020203-002_00,Provo River-2,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14060003-015_00,Lake Fork-2,ZINC,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT14080205-003_00,San Juan River-1 Triburaries,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2012
UT16020203-026_00,Heber Valley,PH,Cause,Domestic Source,Not Supporting,Not meeting criteria,2022
UT16020203-026_00,Heber Valley,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16020203-026_00,Heber Valley,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020203-026_00,Heber Valley,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT14060003-007_00,Zimmerman Wash,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2020
UT14060009-003_03,Rilda Canyon,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16030002-002_00,Otter Creek-1,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT15010003-005_00,Johnson Wash-2,ZINC,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020201-005_00,Salt Creek-2,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT16020201-005_00,Salt Creek-2,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020201-005_00,Salt Creek-2,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT14070003-008_00,Fremont River-3,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT14060010-010_00,Green River-2,SELENIUM,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2014
UT16030003-005_00,Lost Creek-1,COPPER,Meeting Criteria,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Meeting criteria,
UT16030003-005_00,Lost Creek-1,COPPER,Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Fully Supporting,Meeting criteria,
UT-L-14070005-011_00,Wide Hollow Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT14080201-008_00,Westwater Creek,SELENIUM,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2012
UT16020204-001_02,North Canyon Creek,COPPER,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2014
UT14080205-001_00,San Juan River-1,THALLIUM,Cause,Domestic Source,Not Supporting,Not meeting criteria,2022
UT14080205-001_00,San Juan River-1,THALLIUM,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
UT16030003-005_00,Lost Creek-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2012
UT16020101-008_00,Carruth Creek,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2020
UT16020101-008_00,Carruth Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT14080201-009_00,San Juan River-2,ALUMINUM,Meeting Criteria,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria,
UT-L-14040106-034_00,Calder Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT14070007-002_00,Paria River-2,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT-L-14070006-001_00,Lake Powell,PH,Meeting Criteria,Aquatic Wildlife (Warm Water),Fully Supporting,Meeting criteria,
UT16030003-021_00,Manning Creek,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060010-007_00,Ashley Creek Upper,PH,Cause,Domestic Source,Not Supporting,Not meeting criteria,2022
UT14060010-007_00,Ashley Creek Upper,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT14060010-007_00,Ashley Creek Upper,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14060010-007_00,Ashley Creek Upper,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT16010203-020_00,Blacksmith Fork-1,DISSOLVED OXYGEN,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16010101-004_00,Sage Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14030005-019_00,Professor Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2012
UT-L-16030002-004_00,Otter Creek Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1994
UT14070002-001_00,Muddy Creek Upper,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT-L-14040107-006_00,China Lake,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2000
UT14060007-008_00,Coal Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2014
UT16020102-026_03,Toll Canyon,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT14060003-024_00,Uinta River-4,PH,Meeting Criteria,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria,
UT14060003-024_00,Uinta River-4,PH,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT14060003-024_00,Uinta River-4,PH,Meeting Criteria,Agricultural,Fully Supporting,Meeting criteria,
UT16020204-006_01,Jordan River-6,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2006
UT16020102-026_01,East Canyon Creek-2,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020301-001_00,Lake Creek-Millard Co,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16020301-001_00,Lake Creek-Millard Co,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2020
UT-L-16020202-002_00,Big East Lake,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14040106-014_00,Cart Creek,ALUMINUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT-L-14040107-004_00,Bridger Lake,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1996
UT14060007-011_00,Desert Seep Wash,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2020
UT14060007-011_00,Desert Seep Wash,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2020
UT14060007-011_00,Desert Seep Wash,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2020
UT15010003-005_00,Johnson Wash-2,COPPER,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT15010003-005_00,Johnson Wash-2,COPPER,Meeting Criteria,Agricultural,Not Supporting,Meeting criteria,
UT16010201-001_00,Bear Lake West,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT16010203-008_00,Spring Creek-Hyrum,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2020
UT16020102-055_00,Weber Lower Tributaries-5,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2020
UT16020102-055_00,Weber Lower Tributaries-5,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT14050007-003_00,Evacuation Creek,TEMPERATURE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2014
UT14060010-006_00,Big Brush Creek,ALUMINUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT-L-14040106-033_00,Matt Warner Reservoir,EUTROPHICATION,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16020201-010_00,Powell Slough,DISSOLVED OXYGEN,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2014
UT16010101-002_00,Six Mile Creek - Bear,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2016
UT16030001-012_00,Sevier River-1,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT16020204-034_00,State Canal,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2014
UT16020204-034_00,State Canal,DISSOLVED OXYGEN,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2014
UT16030002-001_00,Otter Creek-4,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT-L-14070003-027_00,Donkey Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16020101-030_00,Beaver Creek2-Kamas,ALUMINUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16020304-001_00,Vernon Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,Aquatic Wildlife (Cold Water),Not Supporting,Not enough information,
UT16030001-005_00,Sevier River-3,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT15010003-005_00,Johnson Wash-2,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14070006-001_00,Wahweap Creek,SELENIUM,Meeting Criteria,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria,
UT16030004-005_02,San Pitch-3-2,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2016
UT14030004-001_00,Dolores River,TEMPERATURE,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2014
UT-L-16030002-011_00,Koosharem Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14070001-001_00,Halls Creek,TEMPERATURE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2020
UT16020203-016_00,McHenry Creek,CADMIUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060005-003_00,Ninemile,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14040106-020_00,Jackson Creek,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16010204-008_02,Bear River-2-2,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2014
UT16010204-008_02,Bear River-2-2,DISSOLVED OXYGEN,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2014
UT-L-14070003-044_00,Lower Bowns Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2012
UT16020204-003_00,Jordan River-3,"PHOSPHORUS, TOTAL",Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2008
UT16020202-027_00,Beer Creek,PH,Meeting Criteria,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Meeting criteria,
UT16020202-027_00,Beer Creek,PH,Meeting Criteria,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Meeting criteria,
UT16020202-027_00,Beer Creek,PH,Meeting Criteria,Agricultural,Fully Supporting,Meeting criteria,
UT16010101-001_00,Bear River West,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT-L-16020201-004_01,Utah Lake other than Provo Bay,EUTROPHICATION,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2020
UT-L-16030004-001_00,Ninemile Reservoir,"PHOSPHORUS, TOTAL",Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1996
UT14060009-004_02,Bear Canyon-1,PH,Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT14060009-004_02,Bear Canyon-1,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT14060009-004_02,Bear Canyon-1,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060009-004_02,Bear Canyon-1,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT16020102-052_00,Rudd Creek,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16020102-052_00,Rudd Creek,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020102-052_00,Rudd Creek,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT14070006-004_00,Last Chance Creek,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
UT14070002-001_00,Muddy Creek Upper,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14070002-001_00,Muddy Creek Upper,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020203-006_03,Provo River-6-3,ZINC,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16020202-010_00,Third Water Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT-L-16030001-011_00,Piute Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020102-033_00,Snow Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT-L-14040106-021_00,Flaming Gorge Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16010101-016_00,Saleratus Creek,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2012
