Basin,Scenario,HUC_12,Watershed,Ecological_Index,Stressor_Index,Social_Index,RPI_Score
Kanab/Virgin,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,150100080809,Cove Wash-Santa Clara River,0,69.33,33.53,21.4
Kanab/Virgin,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,150100080901,Upper Gould Wash,78.1,25.53,40.58,64.38
Kanab/Virgin,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,150100080902,Lower Gould Wash,28.5,40.9,34.37,40.66
Kanab/Virgin,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,150100080903,Grapevine Wash-Virgin River,65.3,30.9,35.98,56.79
Kanab/Virgin,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,150100080904,Heath Wash,65.5,25.7,0,46.6
Kanab/Virgin,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,150100080905,Cottonwood Creek,72,23.73,8.92,52.4
Kanab/Virgin,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,150100080906,Quail Creek,66.6,27.17,45.02,61.48
Kanab/Virgin,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,150100080907,Workman Wash,55.3,25.23,51.47,60.51
Kanab/Virgin,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,150100080908,Mill Creek,49.9,36.2,38.57,50.76
Kanab/Virgin,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,150100080909,Cottonwood Wash-Virgin River,25.2,38.63,46.42,44.33
Kanab/Virgin,4B: Which drinking water source protection areas provide drinking water to underserved and economically challenged communities? (These can be source waters that are miles away from the community or protection zone)?,150100080910,Middleton Wash-Virgin River,3.5,77.77,36.97,20.9
Kanab/Virgin,5A:Which impaired AUs overlap tribal lands?,150100080804,Manganese Wash-Santa Clara River,0,37,50,37.67
Kanab/Virgin,5A:Which impaired AUs overlap tribal lands?,150100080805,Camp Spring,100,0,50,83.33
Kanab/Virgin,5A:Which impaired AUs overlap tribal lands?,150100080808,Wittwer Canyon-Santa Clara River,0.1,100,50,16.7
Kanab/Virgin,5B. Which impaired AUs are drinking water sources for tribal nations?,150100080804,Manganese Wash-Santa Clara River,0,0,50,50
Kanab/Virgin,5B. Which impaired AUs are drinking water sources for tribal nations?,150100080808,Wittwer Canyon-Santa Clara River,100,100,50,50
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080101,Upper Deep Creek,67.5,27.8,50,63.23
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080102,Crystal Creek,81.3,22.7,50,69.53
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080105,Lower Deep Creek,79.5,49.1,50,60.13
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080106,Kolob Creek,63.8,51.2,50,54.2
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080201,Headwaters East Fork Virgin River,58.6,42.5,50,55.37
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080203,Lydias Canyon-East Fork Virgin River,63.6,51.5,50,54.03
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080205,Meadow Creek,93.1,47.3,50,65.27
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080206,Sand Wash-East Fork Virgin River,82,36.1,50,65.3
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080208,Shunes Creek,86.5,46.9,50,63.2
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080209,South Creek,75.8,23.3,50,67.5
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080210,Poverty Wash-East Fork Virgin River,85.8,36.4,50,66.47
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080401,Pinto Creek,80.5,53.7,50,58.93
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080402,Kanarra Creek,88.8,60.7,50,59.37
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080403,North Ash Creek,68.9,47.6,50,57.1
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080404,Ash Creek Reservoir-Ash Creek,39.2,57.3,50,43.97
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080504,Coalpits Wash,95,47.7,50,65.77
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080505,Horse Valley Wash-Virgin River,75,53.2,50,57.27
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080507,Dalton Wash-Virgin River,71.5,41.5,50,60
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080508,Chinatown Wash-Virgin River,49.5,57,50,47.5
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080804,Manganese Wash-Santa Clara River,31.6,28.5,50,51.03
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080807,Snow Canyon,83,100,50,44.33
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080808,Wittwer Canyon-Santa Clara River,31.7,63.2,50,39.5
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080809,Cove Wash-Santa Clara River,0,97.1,50,17.63
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080906,Quail Creek,55.3,60.5,50,48.27
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100080909,Cottonwood Wash-Virgin River,20.9,82.5,50,29.47
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100100101,Pine Park Canyon,99.3,55.7,50,64.53
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100100103,Slaughter Creek,98.8,43,50,68.6
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100100104,Deep Canyon-Beaver Dam Wash,81.8,50.2,50,60.53
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100100106,East Fork Beaver Dam Wash,91.2,49.4,50,63.93
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100100107,Jackson Wash,100,15.7,50,78.1
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100100108,Bentley Wash-Beaver Dam Wash,87.9,42.4,50,65.17
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100100110,Indian Canyon-Beaver Dam Wash,81.9,3.5,50,76.13
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100100205,Reber Wash-Beaver Dam Wash,79.3,0,50,76.43
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100100206,Burgess Wash-Beaver Dam Wash,86.7,10.7,50,75.33
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100100307,West Mountain Valley Wash-Virgin River,20.6,40.7,50,43.3
Kanab/Virgin,6A. What high quality watersheds support aquatic SGCNs?,150100100311,Castle Cliff Wash,96.9,2.4,50,81.5
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080101,Upper Deep Creek,71.1,6.5,9.55,58.05
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080102,Crystal Creek,85.6,0,27.85,71.15
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080105,Lower Deep Creek,83.7,34.1,45.2,64.93
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080106,Kolob Creek,67.2,36.8,84.7,71.7
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080201,Headwaters East Fork Virgin River,61.7,25.5,0,45.4
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080203,Lydias Canyon-East Fork Virgin River,66.9,37.2,0,43.23
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080205,Meadow Creek,98,31.7,20.5,62.27
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080206,Sand Wash-East Fork Virgin River,86.3,17.3,0,56.33
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080208,Shunes Creek,91.1,31.3,33.55,64.45
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080209,South Creek,79.8,0.7,36.55,71.88
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080210,Poverty Wash-East Fork Virgin River,90.3,17.7,28.2,66.93
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080401,Pinto Creek,84.8,40,0,48.27
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080402,Kanarra Creek,93.5,49.1,0,48.13
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080403,North Ash Creek,72.6,32.1,0,46.83
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080404,Ash Creek Reservoir-Ash Creek,41.2,44.7,0,32.17
Kanab/Virgin,6B. What high quality watersheds support aquatic SGCNs and drinking water sources?,150100080504,Coalpits Wash,100,32.3,50.05,72.58
